GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "98000","Far West",8,SAINC4,45,"..."," Equals: Net earnings by place of residence","Millions of dollars",5474.1,5080.8,4207.3,3250.5,3164.3,3743.0,4246.8,4974.5,5416.6,5289.6,5538.7,6136.2,8142.0,12172.0,16509.8,17877.9,17924.3,18363.3,18837.1,20147.6,19990.4,23060.2,27408.8,30340.7,32065.2,32265.7,35129.5,38342.2,40373.1,41697.1,45647.3,47738.6,50189.4,54152.8,57415.3,61791.0,65855.3,72010.2,76749.7,84557.6,92123.5,97195.4,102453.3,112915.8,124062.6,137261.6,150220.2,168438.2,187931.1,215237.4,244418.7,271559.9,293963.8,309050.0,332125.2,366091.2,395091.1,426445.5,464793.3,507900.0,541788.6,583876.2,607251.1,643186.2,660501.1,683468.2,714381.7,761782.2,819568.4,896437.4,972908.5,1076330.6,1107615.8,1128929.5,1177204.7,1255563.4,1321993.1,1407474.8,1458843.7,1450232.2,1392986.0,1452657.0,1544233.3,1641201.4,1679736.9,1768314.6,1879038.0,1960153.8,2068720.8,2180533.3,2287300.4,2342891.2,2592765.0
 "98000","Far West",8,SAINC4,46,"..."," Plus: Dividends, interest, and rent 7/","Millions of dollars",1780.8,1580.2,1371.4,1099.7,967.7,973.3,1007.4,1248.5,1285.3,1289.8,1304.1,1400.0,1632.1,1703.1,1888.0,2006.5,2215.8,2473.5,2716.5,3366.9,3622.0,4287.3,4713.9,5073.7,5680.6,6336.1,6936.0,7283.2,8054.1,8519.6,9227.1,10026.8,10531.4,11405.5,12186.7,13284.7,14470.4,15559.1,16635.4,17662.4,19908.8,22413.4,24339.8,26463.7,29674.5,33999.5,37624.5,40592.9,45092.8,51947.1,59780.5,72340.7,88465.6,97938.4,107130.3,121174.9,129312.7,134800.8,138414.2,149653.8,169761.4,180255.8,182718.2,186390.3,193460.7,204677.8,221734.2,236933.6,252212.6,271240.7,277336.8,299400.2,300841.1,289888.8,303634.7,325342.4,353472.4,404066.0,441604.1,457498.5,403423.2,400948.0,440660.1,493465.4,482171.6,536743.5,588931.4,618670.6,655272.8,684961.9,706905.1,702972.5,712921.5
 "98000","Far West",8,SAINC4,47,"..."," Plus: Personal current transfer receipts","Millions of dollars",100.3,104.2,202.4,149.0,141.3,147.5,179.2,288.0,202.2,248.0,287.6,337.9,335.0,316.7,308.5,395.9,665.7,1171.7,1272.6,1181.9,1430.9,1845.6,1502.9,1620.8,1694.6,1865.4,2051.0,2213.1,2568.0,3075.7,3148.4,3513.3,4049.3,4249.7,4640.3,4992.0,5473.7,5995.7,7370.1,8495.7,9692.8,11966.8,13844.1,14973.4,16851.9,19933.3,25054.2,27643.9,29377.2,31801.1,35086.5,41131.5,48286.8,53628.3,57227.7,59791.6,64577.8,69045.7,72105.8,77375.1,84949.9,93510.6,104239.8,119293.2,126486.6,130330.7,137797.4,144774.9,146824.5,154506.3,162997.6,170850.3,189913.0,204343.3,214896.9,223964.1,235775.7,253167.0,270244.2,308618.3,341883.5,377817.3,380380.8,382917.3,396555.9,427065.6,457000.4,475158.5,477400.6,502074.1,533790.5,770281.3,824814.6
 "98000","Far West",8,SAINC4,50,"..."," Wages and salaries","Millions of dollars",4181.5,3961.8,3377.7,2702.9,2555.8,2918.1,3235.5,3741.6,4201.5,4148.6,4356.5,4721.3,6090.8,9163.9,12664.8,13807.6,13628.8,13209.3,14107.2,15129.2,15126.0,17332.9,20654.9,23029.1,24666.0,24960.9,27187.5,29920.6,31655.1,32905.2,36275.1,38422.7,40438.8,43776.1,46750.1,50094.8,53550.1,59190.4,63557.8,70030.7,76948.0,81402.4,85260.5,93046.3,102917.0,113606.6,124051.6,138299.2,154031.1,176480.3,201024.5,223738.6,247358.1,260530.7,277105.0,304374.8,329345.0,353416.3,383827.7,417229.1,449673.8,485446.1,497381.5,516770.7,524813.3,544119.4,572849.9,609955.2,659515.8,716888.1,780821.0,868257.1,881885.3,883412.5,911791.0,966719.1,1020886.0,1091342.4,1154489.4,1170723.8,1112945.2,1129362.2,1175927.0,1247706.5,1290955.1,1369764.8,1467381.8,1537599.3,1635682.1,1735824.6,1838067.5,1884089.2,2109410.9
 "98000","Far West",8,SAINC4,60,"..."," Supplements to wages and salaries","Millions of dollars",94.9,97.6,95.3,87.5,81.8,88.2,101.5,173.4,209.0,226.7,255.7,299.5,442.3,715.5,839.6,879.2,1030.4,1430.2,1231.5,1137.5,1242.2,1612.8,2050.6,2364.0,2417.9,2502.2,2719.6,2965.0,3271.3,3372.1,3823.1,4194.3,4496.9,5073.3,5664.3,6080.5,6562.9,7675.2,8237.5,9298.2,10147.9,10940.8,12163.2,14013.3,15672.1,17642.9,20459.1,23050.5,26998.7,31244.7,36167.3,40525.3,46142.0,50255.5,55886.2,62301.3,68238.0,74442.2,80038.4,87911.3,97640.5,106832.5,113333.2,124531.2,129329.1,132160.2,132276.2,135326.6,141243.8,152912.9,163755.6,180669.4,193836.8,204914.2,222541.8,242319.7,255311.2,262503.8,273522.3,279981.8,270575.9,278412.8,294135.8,299402.1,318785.3,332398.3,348484.4,361713.9,377200.0,394466.8,408137.2,415471.0,447399.4
 "98000","Far West",8,SAINC4,61,"...","  Employer contributions for employee pension and insurance funds 8/","Millions of dollars",94.3,97.1,95.0,86.9,81.5,87.9,101.1,116.8,123.6,131.7,142.4,182.0,291.4,504.4,552.8,569.2,628.6,710.0,689.3,723.0,781.8,1105.3,1470.0,1756.8,1839.3,1854.2,1974.1,2169.3,2394.4,2468.0,2652.7,2826.2,3046.3,3252.3,3600.3,3977.7,4415.8,4948.3,5296.1,5970.6,6727.0,7383.8,8249.7,9398.8,9813.7,10992.7,13242.0,14511.9,17257.0,19628.2,22432.9,25483.5,28541.3,31587.7,35280.4,38329.4,42629.1,46994.7,50711.4,55091.5,62569.7,68803.1,73782.9,82893.5,86612.3,87702.3,86580.2,87846.1,90914.9,98828.1,106203.8,117949.8,128450.2,137215.9,150472.2,163261.3,172910.5,178071.0,188258.1,194985.5,188889.8,195813.3,207199.1,208341.1,224502.3,233286.3,243648.6,252887.5,262816.9,275219.3,283422.3,287233.2,303922.3
 "98000","Far West",8,SAINC4,62,"...","  Employer contributions for government social insurance","Millions of dollars",0.6,0.5,0.4,0.6,0.3,0.3,0.4,56.6,85.4,94.9,113.3,117.4,151.0,211.2,286.8,310.0,401.8,720.2,542.2,414.5,460.5,507.5,580.6,607.3,578.6,648.0,745.5,795.7,876.9,904.1,1170.4,1368.1,1450.5,1821.0,2064.0,2102.8,2147.1,2726.9,2941.4,3327.6,3420.9,3557.0,3913.5,4614.6,5858.4,6650.2,7217.1,8538.5,9741.8,11616.5,13734.4,15041.8,17600.7,18667.9,20605.9,23971.9,25609.0,27447.5,29327.0,32819.8,35070.8,38029.4,39550.3,41637.7,42716.9,44457.8,45696.0,47480.5,50328.9,54084.8,57551.7,62719.6,65386.6,67698.3,72069.7,79058.4,82400.7,84432.7,85264.2,84996.3,81686.1,82599.5,86936.7,91061.0,94283.0,99112.0,104835.8,108826.4,114383.1,119247.5,124714.9,128237.8,143477.1
 "98000","Far West",8,SAINC4,70,"..."," Proprietors' income 9/","Millions of dollars",1203.7,1027.3,739.9,465.9,532.1,742.6,915.7,1125.3,1138.2,1059.6,1093.8,1290.9,1835.7,2630.5,3516.7,3793.7,3980.1,4687.1,4268.1,4509.1,4285.7,4886.7,5620.5,5937.8,5969.8,5960.0,6550.6,6893.6,7065.2,7004.9,7533.8,7479.7,7750.8,8284.5,8466.4,9203.6,9480.8,10079.5,10416.1,11363.5,11802.2,11924.1,12747.6,14795.9,16743.6,18905.2,19847.2,23409.3,25162.1,28889.6,32324.5,34772.6,33165.2,33349.5,37619.4,43599.4,45878.2,51216.8,58158.2,67406.9,64169.4,67076.9,75680.6,84863.0,91616.5,96320.5,101688.6,112707.0,120795.8,136354.5,145898.1,156005.2,165750.1,178486.0,187452.7,203652.7,211090.4,226046.4,207695.0,179296.4,184128.5,221433.7,240140.3,266756.1,271095.7,278530.5,287847.1,295106.9,303219.6,311905.0,317304.9,326818.9,351419.0
 "98000","Far West",8,SAINC4,71,"...","  Farm proprietors' income","Millions of dollars",380.2,332.8,216.8,128.7,208.2,297.4,359.5,413.4,370.2,300.8,274.8,328.1,553.2,907.9,1281.2,1290.3,1327.0,1608.8,1382.1,1168.0,938.6,1108.9,1436.7,1502.5,1321.5,1244.4,1304.6,1382.7,1283.3,1126.6,1166.1,1184.0,1062.5,1181.4,1114.6,1197.9,1152.5,1351.7,1246.5,1415.3,1423.0,1311.1,1343.1,1944.1,2895.2,3730.3,2898.2,2649.2,2470.7,2620.4,3549.4,4888.3,3441.8,3131.4,3243.3,3806.9,3495.5,4550.6,5682.4,5777.0,5469.8,5286.9,4411.1,5306.1,6272.9,5488.9,4462.5,5428.2,5475.1,4736.2,4291.2,4349.2,3778.3,4775.2,6668.8,8487.8,7642.3,5841.9,8918.8,6338.6,6863.0,8239.7,12388.4,13284.6,15602.1,17857.0,18765.4,14644.8,13932.5,10509.6,9504.0,18631.3,15851.1
 "98000","Far West",8,SAINC4,72,"...","  Nonfarm proprietors' income","Millions of dollars",823.5,694.5,523.1,337.2,323.9,445.2,556.2,712.0,768.0,758.9,819.0,962.8,1282.5,1722.6,2235.5,2503.4,2653.1,3078.3,2886.1,3341.0,3347.1,3777.8,4183.8,4435.3,4648.3,4715.7,5246.0,5510.9,5781.9,5878.4,6367.7,6295.8,6688.3,7103.1,7351.8,8005.7,8328.3,8727.8,9169.6,9948.2,10379.3,10613.0,11404.5,12851.8,13848.5,15174.9,16949.0,20760.1,22691.4,26269.2,28775.1,29884.3,29723.4,30218.1,34376.1,39792.5,42382.8,46666.2,52475.8,61629.9,58699.6,61790.0,71269.5,79556.9,85343.7,90831.6,97226.1,107278.8,115320.7,131618.3,141606.9,151656.0,161971.8,173710.9,180783.9,195164.9,203448.1,220204.5,198776.2,172957.7,177265.5,213194.0,227751.9,253471.5,255493.6,260673.4,269081.7,280462.1,289287.0,301395.3,307800.9,308187.6,335567.9
 "98000","Far West",8,SAINC4,7010,"...","Total employment","Number of jobs",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),12295133,12312679,12300440,12741867,13404810,13865186,14103317,14624671,15286900,16248244,17133143,17522961,17693436,17563866,17989335,18767176,19392296,19959241,20793417,21789995,22453167,23122164,23124075,22824741,22934116,23379760,23938234,24579913,25148613,26089122,26658867,27241357,27368668,27368961,27603980,28154767,28786803,29438135,30069057,29818776,28627724,28334630,28789094,29623593,30462053,31367082,32304848,33038655,33654408,34414753,34649128,32523161,(NA)
 "98000","Far West",8,SAINC4,7020,"..."," Wage and salary employment","Number of jobs",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),10705982,10689491,10641446,10973167,11548134,11886243,12021772,12453781,13032760,13961857,14717511,14952400,15118481,14843803,15067097,15808144,16306922,16753120,17396698,18076918,18696189,19189708,18848889,18631724,18620867,18905478,19331265,19836164,20345996,21024810,21606960,22203631,22309853,22190073,22211493,22467150,22858084,23322708,23565805,23363878,22072809,21787306,22005311,22785954,23426799,24093015,24775896,25384215,25853982,26394326,26852725,24963938,(NA)
 "98000","Far West",8,SAINC4,7040,"..."," Proprietors employment","Number of jobs",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1589151,1623188,1658994,1768700,1856676,1978943,2081545,2170890,2254140,2286387,2415632,2570561,2574955,2720063,2922238,2959032,3085374,3206121,3396719,3713077,3756978,3932456,4275186,4193017,4313249,4474282,4606969,4743749,4802617,5064312,5051907,5037726,5058815,5178888,5392487,5687617,5928719,6115427,6503252,6454898,6554915,6547324,6783783,6837639,7035254,7274067,7528952,7654440,7800426,8020427,7796403,7559223,(NA)
"Note: See the included footnote file."
"SAINC4: Personal Income and Employment by Major Component "
"Last updated: March 23, 2022—preliminary statistics for 2021; revised statistics for 2010-2020."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
