GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "46000","South Dakota",4,SAINC50,10,"...","Personal income (thousands of dollars)","Thousands of dollars",920090,707614,850169,995655,883465,960792,988140,922289,987437,1156912,1188025,1080920,1324843,1333008,1518891,1473137,1445181,1625859,1757965,1786055,1914255,2076428,2257360,2473054,2855440,3605287,3612015,3972044,3932814,4462560,5142463,5664877,5712803,6651833,7010243,7270580,8272263,8480553,8847482,9335729,9747500,10492389,11484576,11966633,12941824,13530952,14587928,14883534,16444959,16805793,18111949,18989979,20275491,20953759,20955087,22890291,24671652,26202314,27640275,30673887,32898723,31893747,33804000,36842808,37844222,38365923,40252253,41912669,42336778,43813041,46031995,48547806,52920713
 "46000","South Dakota",4,SAINC50,15,"..."," Less: Personal current taxes","Thousands of dollars",55511,41754,42728,61799,66163,69096,65842,61695,70510,74889,93322,78181,93651,103474,113663,116958,97532,104585,123082,127463,152855,180337,173756,162759,186632,259186,307418,284928,329484,321205,400117,456022,524156,590883,657791,569419,568972,599766,618784,698098,735185,833783,947547,977010,1055211,1167460,1189763,1286516,1370889,1578852,1682663,1854776,1934622,1992896,1717699,1576455,1693468,1963337,2300032,2577210,2713993,2058478,2236941,2753599,3021631,3256853,3542088,3751252,3809390,3662692,3551430,3764899,3835191
 "46000","South Dakota",4,SAINC50,16,"...","Equals: Disposable personal income","Thousands of dollars",864579,665860,807441,933856,817302,891696,922298,860594,916927,1082023,1094703,1002739,1231192,1229534,1405228,1356179,1347649,1521274,1634883,1658592,1761400,1896091,2083604,2310295,2668808,3346101,3304597,3687116,3603330,4141355,4742346,5208855,5188647,6060950,6352452,6701161,7703291,7880787,8228698,8637631,9012315,9658606,10537029,10989623,11886613,12363492,13398165,13597018,15074070,15226941,16429286,17135203,18340869,18960863,19237388,21313836,22978184,24238977,25340243,28096677,30184730,29835269,31567059,34089209,34822591,35109070,36710165,38161417,38527388,40150349,42480565,44782907,49085522
 "46000","South Dakota",4,SAINC50,20,"...","Population (persons) 1/","Number of persons",612000,631000,655000,655000,651000,648000,655000,663000,670000,666000,656000,667000,683000,693000,705000,708000,701000,692000,683000,671000,669000,668000,666641,671382,677389,678939,679877,681420,686843,688992,689293,689018,690851,689584,690597,693009,697250,698404,696036,696034,698160,696698,697101,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816078,823160,832800,841206,847634,852134,860650,870163,875300,882507,887099
 "46000","South Dakota",4,SAINC50,30,"...","Per capita personal income (dollars) 2/","Dollars",1503,1121,1298,1520,1357,1483,1509,1391,1474,1737,1811,1621,1940,1924,2154,2081,2062,2350,2574,2662,2861,3108,3386,3684,4215,5310,5313,5829,5726,6477,7460,8222,8269,9646,10151,10491,11864,12143,12711,13413,13962,15060,16475,17006,18156,18737,19962,20169,22157,22582,24277,25306,26825,27645,27572,29972,32025,33788,35299,38748,41168,39518,41423,44758,45442,45608,47488,49186,49192,50350,52590,55011,59656
 "46000","South Dakota",4,SAINC50,50,"...","Per capita disposable personal income (dollars) 3/","Dollars",1413,1055,1233,1426,1255,1376,1408,1298,1369,1625,1669,1503,1803,1774,1993,1916,1922,2198,2394,2472,2633,2838,3126,3441,3940,4928,4861,5411,5246,6011,6880,7560,7511,8789,9198,9670,11048,11284,11822,12410,12909,13863,15115,15618,16676,17120,18334,18426,20310,20460,22021,22834,24265,25015,25312,27908,29826,31256,32362,35492,37772,36968,38681,41413,41814,41737,43309,44783,44765,46141,48533,50745,55333
 "46000","South Dakota",4,SAINC50,60,"...","Personal current taxes","Thousands of dollars",55511,41754,42728,61799,66163,69096,65842,61695,70510,74889,93322,78181,93651,103474,113663,116958,97532,104585,123082,127463,152855,180337,173756,162759,186632,259186,307418,284928,329484,321205,400117,456022,524156,590883,657791,569419,568972,599766,618784,698098,735185,833783,947547,977010,1055211,1167460,1189763,1286516,1370889,1578852,1682663,1854776,1934622,1992896,1717699,1576455,1693468,1963337,2300032,2577210,2713993,2058478,2236941,2753599,3021631,3256853,3542088,3751252,3809390,3662692,3551430,3764899,3835191
 "46000","South Dakota",4,SAINC50,70,"..."," Federal government 4/","Thousands of dollars",51537,37117,37240,55583,59321,61692,57207,52662,61227,65379,83894,66123,81514,91353,98882,101656,82896,90936,110107,114172,139373,169083,162515,151494,173903,245234,292945,268838,313759,304021,380540,436915,503289,568253,634168,546815,546242,570451,589206,671262,709510,805441,911652,936557,1019788,1132234,1150299,1245147,1329862,1535348,1635627,1802174,1876404,1929292,1653352,1512872,1624111,1890022,2231212,2509064,2646121,1988567,2161411,2674989,2933727,3172581,3452102,3650298,3702762,3546781,3432727,3642783,3708572
 "46000","South Dakota",4,SAINC50,80,"...","  Income taxes (net of refunds) 4/","Thousands of dollars",51537,37117,37240,55583,59321,61692,57207,52662,61227,65379,83894,66123,81514,91353,98882,101656,82896,90936,110107,114172,139373,169083,162515,151494,173903,245234,292945,268838,313759,304021,380540,436915,503289,568253,634168,546815,546242,570451,589206,671262,709510,805441,911652,936557,1019788,1132234,1150299,1245147,1329862,1535348,1635627,1802174,1876404,1929292,1653352,1512872,1624111,1890022,2231212,2509064,2646121,1988567,2161411,2674989,2933727,3172581,3452102,3650298,3702762,3546781,3432727,3642783,3708572
 "46000","South Dakota",4,SAINC50,81,"...","   Income taxes (gross) 4/","Thousands of dollars",57364,43921,41431,59428,63965,66855,62894,58922,66903,71659,90950,75554,89099,100526,109531,113340,95046,99764,120623,129002,156136,187564,187033,177958,199215,282805,344046,346815,377184,370525,445474,515553,599845,670923,748217,668447,638909,694763,719611,797302,855972,928049,1050181,1075863,1167630,1270257,1294935,1416948,1512507,1725271,1836733,2066799,2163295,2233470,2024521,1890061,2042260,2277090,2648704,2949423,3257110,2595641,2733224,3220460,3524510,3760904,4023381,4200769,4308457,4201702,4093184,4303336,4367197
